"","team1","team2","group","p_team1_win","p_team2_win","p_draw"
"380","Haiti","France","Knockout",0.00802821738596354,0.991971782614036,0
"381","Haiti","Jamaica","Knockout",0.433727269756338,0.566272730243662,0
"382","Haiti","Brazil","Knockout",0.0112991078728127,0.988700892127187,0
"383","Haiti","Panama","Knockout",0.569012405245613,0.430987594754387,0
"384","Haiti","Sweden","Knockout",0.0103993230784781,0.989600676921522,0
"385","Haiti","South Africa","Knockout",0.499196256735041,0.500803743264959,0
"386","Haiti","Italy","Knockout",0.0435183913830215,0.956481608616979,0
"387","Haiti","Argentina","Knockout",0.17554838455097,0.82445161544903,0
"388","Haiti","Germany","Knockout",0.00791987167166466,0.992080128328335,0
"389","Haiti","Morocco","Knockout",0.684918185140089,0.315081814859911,0
"390","Haiti","Colombia","Knockout",0.0781380756402824,0.921861924359718,0
"391","Haiti","Korea Republic","Knockout",0.041091232984154,0.958908767015846,0
"392","Denmark","China PR","Knockout",0.679743716391193,0.320256283608807,0
"393","Denmark","USA","Knockout",0.163760713660196,0.836239286339804,0
"394","Denmark","Vietnam","Knockout",0.956862235759052,0.0431377642409478,0
"395","Denmark","Netherlands","Knockout",0.454444752704999,0.545555247295,0
"396","Denmark","Portugal","Knockout",0.856277003293419,0.143722996706581,0
"397","Denmark","France","Knockout",0.28532069505842,0.71467930494158,0
"398","Denmark","Jamaica","Knockout",0.974215327715634,0.025784672284366,0
"399","Denmark","Brazil","Knockout",0.360508902389013,0.639491097610987,0
"400","Denmark","Panama","Knockout",0.984877520708375,0.0151224792916252,0
"401","Denmark","Sweden","Knockout",0.341402877751747,0.658597122248253,0
"402","Denmark","South Africa","Knockout",0.980068030795043,0.0199319692049567,0
"403","Denmark","Italy","Knockout",0.691775721676455,0.308224278323545,0
"404","Denmark","Argentina","Knockout",0.913069914400129,0.0869300855998711,0
"405","Denmark","Germany","Knockout",0.282535989659451,0.717464010340549,0
"406","Denmark","Morocco","Knockout",0.990760445340527,0.00923955465947296,0
"407","Denmark","Colombia","Knockout",0.806993856491027,0.193006143508973,0
"408","Denmark","Korea Republic","Knockout",0.678854141129324,0.321145858870676,0
"409","China PR","USA","Knockout",0.0844703025636053,0.915529697436395,0
"410","China PR","Vietnam","Knockout",0.912668885091333,0.0873311149086667,0
"411","China PR","Netherlands","Knockout",0.281846243279954,0.718153756720046,0
"412","China PR","Portugal","Knockout",0.737325114163747,0.262674885836253,0
"413","China PR","France","Knockout",0.158315628122614,0.841684371877386,0
"414","China PR","Jamaica","Knockout",0.94681150216057,0.0531884978394297,0
"415","China PR","Brazil","Knockout",0.209863179791832,0.790136820208168,0
"416","China PR","Panama","Knockout",0.968438308116597,0.0315616918834027,0
"417","China PR","Sweden","Knockout",0.196290364626072,0.803709635373928,0
"418","China PR","South Africa","Knockout",0.958620225991578,0.0413797740084216,0
"419","China PR","Italy","Knockout",0.513956331059723,0.486043668940277,0
"420","China PR","Argentina","Knockout",0.831894517215098,0.168105482784902,0
"421","China PR","Germany","Knockout",0.156499045189506,0.843500954810494,0
"422","China PR","Morocco","Knockout",0.980590357352329,0.0194096426476706,0
"423","China PR","Colombia","Knockout",0.66329211788457,0.33670788211543,0
"424","China PR","Korea Republic","Knockout",0.498979152261315,0.501020847738685,0
"425","USA","Vietnam","Knockout",0.991248751290405,0.00875124870959477,0
"426","USA","Netherlands","Knockout",0.809656657670949,0.190343342329051,0
"427","USA","Portugal","Knockout",0.96817666078399,0.0318233392160098,0
"428","USA","France","Knockout",0.670906610036264,0.329093389963736,0
"429","USA","Jamaica","Knockout",0.994843670586904,0.00515632941309602,0
"430","USA","Brazil","Knockout",0.742184270325232,0.257815729674767,0
"431","USA","Panama","Knockout",0.99700210784629,0.00299789215371007,0
"432","USA","Sweden","Knockout",0.725808559924074,0.274191440075926,0
"433","USA","South Africa","Knockout",0.996033139498824,0.00396686050117634,0
"434","USA","Italy","Knockout",0.919749075572249,0.0802509244277509,0
"435","USA","Argentina","Knockout",0.981696982876544,0.0183030171234564,0
"436","USA","Germany","Knockout",0.667875449675513,0.332124550324487,0
"437","USA","Morocco","Knockout",0.998177073637762,0.0018229263622382,0
"438","USA","Colombia","Knockout",0.955259441716209,0.0447405582837912,0
"439","USA","Korea Republic","Knockout",0.915213371376198,0.084786628623802,0
"440","Vietnam","Netherlands","Knockout",0.0361942905519722,0.963805709448028,0
"441","Vietnam","Portugal","Knockout",0.211725709452109,0.788274290547891,0
"442","Vietnam","France","Knockout",0.0176800404094533,0.982319959590547,0
"443","Vietnam","Jamaica","Knockout",0.63008734074071,0.369912659259291,0
"444","Vietnam","Brazil","Knockout",0.0247850644414451,0.975214935558555,0
"445","Vietnam","Panama","Knockout",0.745939931032276,0.254060068967724,0
"446","Vietnam","Sweden","Knockout",0.0228361536794707,0.977163846320529,0
"447","Vietnam","South Africa","Knockout",0.689125999470529,0.310874000529471,0
"448","Vietnam","Italy","Knockout",0.0918855608714302,0.90811443912857,0
"449","Vietnam","Argentina","Knockout",0.321354867331512,0.678645132668488,0
"450","Vietnam","Germany","Knockout",0.0174437279891013,0.982556272010899,0
"451","Vietnam","Morocco","Knockout",0.828597294615507,0.171402705384493,0
"452","Vietnam","Colombia","Knockout",0.158602039668191,0.841397960331809,0
"453","Vietnam","Korea Republic","Knockout",0.0870061982315922,0.912993801768408,0
"454","Netherlands","Portugal","Knockout",0.877335215247953,0.122664784752047,0
"455","Netherlands","France","Knockout",0.323990618088398,0.676009381911602,0
"456","Netherlands","Jamaica","Knockout",0.978428608723463,0.0215713912765364,0
"457","Netherlands","Brazil","Knockout",0.403614195469366,0.596385804530634,0
"458","Netherlands","Panama","Knockout",0.987371156953746,0.0126288430462541,0
"459","Netherlands","Sweden","Knockout",0.383594024422739,0.616405975577261,0
"460","Netherlands","South Africa","Knockout",0.983341318372523,0.016658681627477,0
"461","Netherlands","Italy","Knockout",0.72931734552353,0.27068265447647,0
"462","Netherlands","Argentina","Knockout",0.92652092787048,0.0734790721295196,0
"463","Netherlands","Germany","Knockout",0.320998013468674,0.679001986531326,0
"464","Netherlands","Morocco","Knockout",0.992291603391855,0.00770839660814517,0
"465","Netherlands","Colombia","Knockout",0.83387205901398,0.16612794098602,0
"466","Netherlands","Korea Republic","Knockout",0.717326504969994,0.282673495030006,0
"467","Portugal","France","Knockout",0.0628009061775966,0.937199093822404,0
"468","Portugal","Jamaica","Knockout",0.863791665192277,0.136208334807723,0
"469","Portugal","Brazil","Knockout",0.0864428714542474,0.913557128545753,0
"470","Portugal","Panama","Knockout",0.916186729630176,0.0838132703698243,0
"471","Portugal","Sweden","Knockout",0.0800435939485254,0.919956406051475,0
"472","Portugal","South Africa","Knockout",0.891928308466685,0.108071691533315,0
"473","Portugal","Italy","Knockout",0.273632125186712,0.726367874813288,0
"474","Portugal","Argentina","Knockout",0.638071151787442,0.361928848212558,0
"475","Portugal","Germany","Knockout",0.0619995698882258,0.938000430111774,0
"476","Portugal","Morocco","Knockout",0.947363495355703,0.0526365046442972,0
"477","Portugal","Colombia","Knockout",0.412385609490923,0.587614390509077,0
"478","Portugal","Korea Republic","Knockout",0.261884793454652,0.738115206545348,0
"479","France","Jamaica","Knockout",0.989544041453112,0.0104559585468881,0
"480","France","Brazil","Knockout",0.585420120426245,0.414579879573755,0
"481","France","Panama","Knockout",0.993907314968649,0.00609268503135084,0
"482","France","Sweden","Knockout",0.56492421699155,0.43507578300845,0
"483","France","South Africa","Knockout",0.991946138763484,0.00805386123651575,0
"484","France","Italy","Knockout",0.848983959252851,0.151016040747149,0
"485","France","Argentina","Knockout",0.963382645886104,0.0366173541138962,0
"486","France","Germany","Knockout",0.496575872773321,0.503424127226679,0
"487","France","Morocco","Knockout",0.996290712226901,0.00370928777309876,0
"488","France","Colombia","Knockout",0.912839924473965,0.087160075526035,0
"489","France","Korea Republic","Knockout",0.841139492490794,0.158860507509206,0
"490","Jamaica","Brazil","Knockout",0.014701310611623,0.985298689388377,0
"491","Jamaica","Panama","Knockout",0.632854618426813,0.367145381573187,0
"492","Jamaica","Sweden","Knockout",0.0135343060567812,0.986465693943219,0
"493","Jamaica","South Africa","Knockout",0.565482939103895,0.434517060896105,0
"494","Jamaica","Italy","Knockout",0.0560717503363658,0.943928249663634,0
"495","Jamaica","Argentina","Knockout",0.217525735637458,0.782474264362541,0
"496","Jamaica","Germany","Knockout",0.0103151896782025,0.989684810321798,0
"497","Jamaica","Morocco","Knockout",0.739452902494776,0.260547097505224,0
"498","Jamaica","Colombia","Knockout",0.0996375680588272,0.900362431941173,0
"499","Jamaica","Korea Republic","Knockout",0.0529832348915255,0.947016765108474,0
"500","Brazil","Panama","Knockout",0.991418185066931,0.00858181493306855,0
"501","Brazil","Sweden","Knockout",0.479039114155368,0.520960885844632,0
"502","Brazil","South Africa","Knockout",0.988664919736479,0.0113350802635206,0
"503","Brazil","Italy","Knockout",0.799246264883524,0.200753735116476,0
"504","Brazil","Argentina","Knockout",0.949061970994839,0.0509380290051615,0
"505","Brazil","Germany","Knockout",0.411259574867709,0.588740425132291,0
"506","Brazil","Morocco","Knockout",0.994770181360694,0.00522981863930588,0
"507","Brazil","Colombia","Knockout",0.881190250874945,0.118809749125055,0
"508","Brazil","Korea Republic","Knockout",0.789458906612895,0.210541093387105,0
"509","Panama","Sweden","Knockout",0.0078966887658921,0.992103311234108,0
"510","Panama","South Africa","Knockout",0.430199338373276,0.569800661626724,0
"511","Panama","Italy","Knockout",0.0333138437391509,0.966686156260849,0
"512","Panama","Argentina","Knockout",0.138879633055446,0.861120366944554,0
"513","Panama","Germany","Knockout",0.00601030224562821,0.993989697754372,0
"514","Panama","Morocco","Knockout",0.622140643865215,0.377859356134785,0
"515","Panama","Colombia","Knockout",0.0603276380649959,0.939672361935004,0
"516","Panama","Korea Republic","Knockout",0.0314371190718869,0.968562880928113,0
"517","Sweden","South Africa","Knockout",0.989567538903208,0.0104324610967917,0
"518","Sweden","Italy","Knockout",0.812369833101287,0.187630166898713,0
"519","Sweden","Argentina","Knockout",0.952968176118084,0.0470318238819162,0
"520","Sweden","Germany","Knockout",0.431712379531899,0.568287620468101,0
"521","Sweden","Morocco","Knockout",0.995189000680364,0.00481099931963566,0
"522","Sweden","Colombia","Knockout",0.889696309646403,0.110303690353597,0
"523","Sweden","Korea Republic","Knockout",0.803064637845768,0.196935362154232,0
"524","South Africa","Italy","Knockout",0.0436524098432323,0.956347590156768,0
"525","South Africa","Argentina","Knockout",0.17601417716644,0.82398582283356,0
"526","South Africa","Germany","Knockout",0.00794517221465059,0.992054827785349,0
"527","South Africa","Morocco","Knockout",0.685611581023911,0.31438841897609,0
"528","South Africa","Colombia","Knockout",0.0783699727573458,0.921630027242654,0
"529","South Africa","Korea Republic","Knockout",0.0412180989185464,0.958781901081454,0
"530","Italy","Argentina","Knockout",0.823940188529197,0.176059811470803,0
"531","Italy","Germany","Knockout",0.149268362314744,0.850731637685256,0
"532","Italy","Morocco","Knockout",0.97949854675932,0.0205014532406802,0
"533","Italy","Colombia","Knockout",0.650709631018408,0.349290368981592,0
"534","Italy","Korea Republic","Knockout",0.485023674689731,0.514976325310269,0
"535","Argentina","Germany","Knockout",0.0361372360726484,0.963862763927352,0
"536","Argentina","Morocco","Knockout",0.910786067437525,0.089213932562475,0
"537","Argentina","Colombia","Knockout",0.284730915235622,0.715269084764378,0
"538","Argentina","Korea Republic","Knockout",0.167535209638792,0.832464790361208,0
"539","Germany","Morocco","Knockout",0.996340986336426,0.00365901366357372,0
"540","Germany","Colombia","Knockout",0.913923535266976,0.0860764647330243,0
"541","Germany","Korea Republic","Knockout",0.842961161095764,0.157038838904236,0
"542","Morocco","Colombia","Knockout",0.0375291775836043,0.962470822416396,0
"543","Morocco","Korea Republic","Knockout",0.0193320760612276,0.980667923938772,0
"544","Colombia","Korea Republic","Knockout",0.33579652288372,0.66420347711628,0
